SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2017228N14314,2017,60,,,HARVEY,2017-09-01 09:00:00,ET,35.4723,-87.5982, , , ,main,0,0,P_____________, ,AL092017,35.4723,-87.5982, ,EX,27,1002,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,39
2017228N14314,2017,60,,,HARVEY,2017-09-01 12:00:00,ET,36.0,-87.1,25,1002,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL092017,36.0000,-87.1000, ,EX,25,1002,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,41
2017228N14314,2017,60,,,HARVEY,2017-09-01 15:00:00,ET,36.2795,-86.7259, , , ,main,0,0,P_____________, ,AL092017,36.2795,-86.7259, ,EX,22,1003,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,48
2017228N14314,2017,60,,,HARVEY,2017-09-01 18:00:00,ET,36.5,-86.4,20,1004,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL092017,36.5000,-86.4000, ,EX,20,1004,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,46
2017228N14314,2017,60,,,HARVEY,2017-09-01 21:00:00,ET,36.835,-86.0001, , , ,main,0,0,P_____________, ,AL092017,36.8350,-86.0001, ,EX,20,1005,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,42
2017228N14314,2017,60,,,HARVEY,2017-09-02 00:00:00,ET,37.2,-85.6,20,1007,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL092017,37.2000,-85.6000, ,EX,20,1007,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,40
2017228N14314,2017,60,,,HARVEY,2017-09-02 03:00:00,ET,37.5801,-85.2053, , , ,main,0,0,P_____________, ,AL092017,37.5801,-85.2053, ,EX,20,1008,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,38
2017228N14314,2017,60,,,HARVEY,2017-09-02 06:00:00,ET,37.9,-84.9,20,1009,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL092017,37.9000,-84.9000, ,EX,20,1009,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,35
2017228N14314,2017,60,,,HARVEY,2017-09-02 09:00:00,ET,38.0899,-84.7522, , , ,main,0,0,P_____________, ,AL092017,38.0899,-84.7522, ,EX,17,1011,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,27
2017228N14314,2017,60,,,HARVEY,2017-09-02 12:00:00,ET,38.2,-84.7,15,1013,hurdat_atl,main,0, ,O_____________,hurdat_atl,AL092017,38.2000,-84.7000, ,EX,15,1013,-4, , , , , , , , , , , , ,1010,220,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,22
2017242N16333,2017,66,,,IRMA,2017-08-30 00:00:00,TS,16.1,-26.9,30,1008,hurdat_atl,main,1020,1020,O_____________,hurdat_atl,AL112017,16.1000,-26.9000, ,TD,30,1008,-1, , , , , , , , , , , , ,1012,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,274
2017242N16333,2017,66,,,IRMA,2017-08-30 03:00:00,TS,16.1478,-27.5925, , , ,main,1094,1094,P_____________, ,AL112017,16.1478,-27.5925, ,TD,32,1007,-1, , , , , , , , , , , , ,1012,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,274
2017242N16333,2017,66,,,IRMA,2017-08-30 06:00:00,TS,16.2,-28.3,35,1007,hurdat_atl,main,1169,1169,O_____________,hurdat_atl,AL112017,16.2000,-28.3000, ,TS,35,1007,0,30, , , , , , , , , , , ,1012,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,275
2017242N16333,2017,66,,,IRMA,2017-08-30 09:00:00,TS,16.2575,-29.0224, , , ,main,1245,1245,P_____________, ,AL112017,16.2575,-29.0224, ,TS,40,1006,0,30, , , , , , , , , , , ,1012,180,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,274
2017242N16333,2017,66,,,IRMA,2017-08-30 12:00:00,TS,16.3,-29.7,45,1006,hurdat_atl,main,1319,1319,O_____________,hurdat_atl,AL112017,16.3000,-29.7000, ,TS,45,1006,0,30, , ,30, , , , , , , , ,1012,180,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , , , , , , ,12,272
2017242N16333,2017,66,,,IRMA,2017-08-30 15:00:00,TS,16.3073,-30.2876, , , ,main,1383,1383,P_____________, ,AL112017,16.3073,-30.2876, ,TS,47,1005,0,30, , ,30, , , , , , , , ,1011,190,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,270
2017242N16333,2017,66,,,IRMA,2017-08-30 18:00:00,TS,16.3,-30.8,50,1004,hurdat_atl,main,1436,1436,O_____________,hurdat_atl,AL112017,16.3000,-30.8000, ,TS,50,1004,0,30,30, ,30,10, , , , , , , ,1011,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,269
2017242N16333,2017,66,,,IRMA,2017-08-30 21:00:00,TS,16.2923,-31.2725, , , ,main,1489,1489,P_____________, ,AL112017,16.2923,-31.2725, ,TS,52,1001,0,35,35, ,35,15, , , , , , , ,1011,190,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,270
2017242N16333,2017,66,,,IRMA,2017-08-31 00:00:00,TS,16.3,-31.7,55,999,hurdat_atl,main,1532,1532,O_____________,hurdat_atl,AL112017,16.3000,-31.7000, ,TS,55,999,0,40,40,30,40,20,20, , , , , , ,1012,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , ,12,45, , ,45,8,273
2017242N16333,2017,66,,,IRMA,2017-08-31 03:00:00,TS,16.3273,-32.1001, , , ,main,1574,1574,P_____________, ,AL112017,16.3273,-32.1001, ,TS,60,996,0,45,40,30,45,20,20, , , , , , ,1012,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,45, , ,52,8,277
2017242N16333,2017,66,,,IRMA,2017-08-31 06:00:00,TS,16.4,-32.5,65,994,hurdat_atl,main,1618,1618,O_____________,hurdat_atl,AL112017,16.4000,-32.5000, ,HU,65,994,1,50,40,30,50,20,20, , ,10, , , ,1012,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,45,30, ,60,8,284
2017242N16333,2017,66,,,IRMA,2017-08-31 09:00:00,TS,16.5275,-32.95, , , ,main,1661,1661,P_____________, ,AL112017,16.5275,-32.9500, ,HU,72,988,1,55,45,35,55,25,20, , ,12, , , ,1012,180,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,67,45, ,60,9,289
2017242N16333,2017,66,,,IRMA,2017-08-31 12:00:00,TS,16.7,-33.4,80,983,hurdat_atl,main,1716,1716,O_____________,hurdat_atl,AL112017,16.7000,-33.4000, ,HU,80,983,1,60,50,40,60,30,20,20,30,15,10,10,10,1012,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,90,60,30,60,9,294
2017242N16333,2017,66,,,IRMA,2017-08-31 15:00:00,TS,16.8923,-33.8001, , , ,main,1761,1761,P_____________, ,AL112017,16.8923,-33.8001, ,HU,87,976,2,65,50,40,60,30,20,20,30,15,10,10,10,1012,180,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,60,30,60,9,298
2017242N16333,2017,66,,,IRMA,2017-08-31 18:00:00,TS,17.1,-34.2,95,970,hurdat_atl,main,1805,1805,O_____________,hurdat_atl,AL112017,17.1000,-34.2000, ,HU,95,970,2,70,50,40,60,30,20,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,90,60,30,60,9,297
2017242N16333,2017,66,,,IRMA,2017-08-31 21:00:00,TS,17.2999,-34.6351, , , ,main,1850,1850,P_____________, ,AL112017,17.2999,-34.6351, ,HU,97,968,3,70,55,40,60,35,25,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,60,30,60,9,295
2017242N16333,2017,66,,,IRMA,2017-09-01 00:00:00,TS,17.5,-35.1,100,967,hurdat_atl,main,1906,1906,O_____________,hurdat_atl,AL112017,17.5000,-35.1000, ,HU,100,967,3,70,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,90,60,30,60,10,294
2017242N16333,2017,66,,,IRMA,2017-09-01 03:00:00,TS,17.6923,-35.5777, , , ,main,1961,1961,P_____________, ,AL112017,17.6923,-35.5777, ,HU,100,967,3,75,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,105,75,45,90,10,293
2017242N16333,2017,66,,,IRMA,2017-09-01 06:00:00,TS,17.9,-36.1,100,967,hurdat_atl,main,2016,2016,O_____________,hurdat_atl,AL112017,17.9000,-36.1000, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,120,90,60,120,12,293
2017242N16333,2017,66,,,IRMA,2017-09-01 09:00:00,TS,18.1499,-36.685, , , ,main,2075,2073,P_____________, ,AL112017,18.1499,-36.6850, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1012,180,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,90,67,120,12,294
2017242N16333,2017,66,,,IRMA,2017-09-01 12:00:00,TS,18.4,-37.3,100,967,hurdat_atl,main,2131,2131,O_____________,hurdat_atl,AL112017,18.4000,-37.3000, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1013,180,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,150,90,75,120,12,292
2017242N16333,2017,66,,,IRMA,2017-09-01 15:00:00,TS,18.6148,-37.9001, , , ,main,2164,2138,P_____________, ,AL112017,18.6148,-37.9001, ,HU,100,967,3,85,60,40,60,40,30,20,30,17,12,10,12,1013,180,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,67,97,165,12,289
2017242N16333,2017,66,,,IRMA,2017-09-01 18:00:00,TS,18.8,-38.5,100,967,hurdat_atl,main,2138,2111,O_____________,hurdat_atl,AL112017,18.8000,-38.5000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,210,45,120,210,12,288
2017242N16333,2017,66,,,IRMA,2017-09-01 21:00:00,TS,18.9797,-39.085, , , ,main,2113,2081,P_____________, ,AL112017,18.9797,-39.0850, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,225,52,135,210,12,285
2017242N16333,2017,66,,,IRMA,2017-09-02 00:00:00,TS,19.1,-39.7,100,967,hurdat_atl,main,2081,2042,O_____________,hurdat_atl,AL112017,19.1000,-39.7000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,240,60,150,210,12,277
2017242N16333,2017,66,,,IRMA,2017-09-02 03:00:00,TS,19.1373,-40.3776, , , ,main,2036,1993,P_____________, ,AL112017,19.1373,-40.3776, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,75,150,225,13,270
2017242N16333,2017,66,,,IRMA,2017-09-02 06:00:00,TS,19.1,-41.1,100,967,hurdat_atl,main,1993,1939,O_____________,hurdat_atl,AL112017,19.1000,-41.1000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,90,150,240,14,265
2017242N16333,2017,66,,,IRMA,2017-09-02 09:00:00,TS,19.0148,-41.8426, , , ,main,1939,1879,P_____________, ,AL112017,19.0148,-41.8426, ,HU,97,970,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,190,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,95,135,225,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 12:00:00,TS,18.9,-42.6,95,973,hurdat_atl,main,1879,1827,O_____________,hurdat_atl,AL112017,18.9000,-42.6000, ,HU,95,973,2,90,60,40,60,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,100,120,210,15,261
2017242N16333,2017,66,,,IRMA,2017-09-02 15:00:00,TS,18.7998,-43.3574, , , ,main,1821,1771,P_____________, ,AL112017,18.7998,-43.3574, ,HU,95,973,2,90,60,40,65,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,110,120,210,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 18:00:00,TS,18.7,-44.1,95,973,hurdat_atl,main,1771,1723,O_____________,hurdat_atl,AL112017,18.7000,-44.1000, ,HU,95,973,2,90,60,40,70,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 21:00:00,TS,18.6073,-44.8223, , , ,main,1723,1677,P_____________, ,AL112017,18.6073,-44.8223, ,HU,95,973,2,95,60,40,75,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,120,120,210,13,261
2017242N16333,2017,66,,,IRMA,2017-09-03 00:00:00,TS,18.5,-45.5,95,973,hurdat_atl,main,1677,1637,O_____________,hurdat_atl,AL112017,18.5000,-45.5000, ,HU,95,973,2,100,60,40,80,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,13,258
2017242N16333,2017,66,,,IRMA,2017-09-03 03:00:00,TS,18.3572,-46.1149, , , ,main,1637,1589,P_____________, ,AL112017,18.3572,-46.1149, ,HU,95,973,2,105,60,40,85,40,30,20,30,20,12,10,15,1013,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,120,120,210,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 06:00:00,TS,18.2,-46.7,95,973,hurdat_atl,main,1589,1553,O_____________,hurdat_atl,AL112017,18.2000,-46.7000, ,HU,95,973,2,110,60,40,90,40,30,20,30,20,10,10,15,1013,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 09:00:00,TS,18.0497,-47.2924, , , ,main,1542,1508,P_____________, ,AL112017,18.0497,-47.2924, ,HU,97,971,3,115,65,45,90,40,35,25,35,22,15,12,17,1013,210,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,320,120,110,285,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 12:00:00,TS,17.9,-47.9,100,969,hurdat_atl,main,1508,1469,O_____________,hurdat_atl,AL112017,17.9000,-47.9000, ,HU,100,969,3,120,70,50,90,40,40,30,40,25,20,15,20,1013,220,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,400,120,100,360,12,256
2017242N16333,2017,66,,,IRMA,2017-09-03 15:00:00,TS,17.7499,-48.5499, , , ,main,1459,1418,P_____________, ,AL112017,17.7499,-48.5499, ,HU,100,967,3,120,75,50,95,45,40,30,40,25,20,15,22,1012,230,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,395,135,125,360,13,256
2017242N16333,2017,66,,,IRMA,2017-09-03 18:00:00,TS,17.6,-49.2,100,965,hurdat_atl,main,1418,1384,O_____________,hurdat_atl,AL112017,17.6000,-49.2000, ,HU,100,965,3,120,80,50,100,50,40,30,40,25,20,15,25,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,390,150,150,360,12,256
